Sentence,QorA,,,,,,,,,,,,
Is a polar bear white in color ,1,,,,,,,,,,,,
Can some cylindrical shell drums have no drum heads ,1,,,,,,,,,,,,
" On the inside, it was for the most part comfortable and luxurious .",0,,,,,,,,,,,,
" Screen is nice, and adequately sized, , use fullscreen browsing .",0,,,,,,,,,,,,
Excellent location service cleanliness and price at the Holiday Inn Kensington Forum .,0,,,,,,,,,,,,
After what event was the Turkish Language Association established ,1,,,,,,,,,,,,
"Was Cleveland born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal ",1,,,,,,,,,,,,
What is an otter's den called?,1,,,,,,,,,,,,
Aren't drums usually played by the hands ,1,,,,,,,,,,,,
What was one of the results of the introduction of the new Turkish alphabet ,1,,,,,,,,,,,,
"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2 ",1,,,,,,,,,,,,
What did Canada adopt in 1965 ,1,,,,,,,,,,,,
" Comfortable, good in snow, easy to drive .",0,,,,,,,,,,,,
Can a short bar follow a long bar?,1,,,,,,,,,,,,
Do Koalas have a slow metabolism ,1,,,,,,,,,,,,
Where was James Monroe born ,1,,,,,,,,,,,,
Was Charles-Augustin de Coulomb ever employed at La Rochelle ,1,,,,,,,,,,,,
Are several species of ants able to use the Earths magnetic field ,1,,,,,,,,,,,,
Is Qatar bordered by Saudi Arabia to the south ,1,,,,,,,,,,,,
" Other than room size, we were very happy with the hotel, especially its location .",0,,,,,,,,,,,,
" The location is great ,  very close to Gloucester Road Tube, with Waitrose supermarket, coffee shops and restaurants nearby .",0,,,,,,,,,,,,
"Did Grand Rapids supporters not urge him to take on Bartel J. Jonkman , the incumbent Republican congressman  ",1,,,,,,,,,,,,
 I bought the 255W and the voice was tinny and soft .,0,,,,,,,,,,,,
" And it goes in that bag wrapped in the white paper plastic bag it was originally boxed up in, with another piece of packing plastic between the keyboard and the screen .",0,,,,,,,,,,,,
Is standard Mandarin language of People Republic?,1,,,,,,,,,,,,
" Good acceleration for engine size, and good mileage, especially when highway cruising around 70 mph   .",0,,,,,,,,,,,,
Give an example of the most comprehensive records extant of any major artists beginnings. ,1,,,,,,,,,,,,
Did Bartolomeo Cristofori invent the modern piano ,1,,,,,,,,,,,,
What is one significant non-official language ,1,,,,,,,,,,,,
Did Avogadro live in England?,1,,,,,,,,,,,,
" The location in South Kensington is excellent as the Gloucester Road tube station is just around the corner and is served by 3 main lines, , District, Circle and Piccadilly .",0,,,,,,,,,,,,
May the idea of Chinese as a language family suggest that the chinese identity is much more fragmentary and disunified than Chinese language actually is and as such is often looked upon as culturally and politically provocative ?,1,,,,,,,,,,,,
What happened in 1867 ,1,,,,,,,,,,,,
 The location of the hotel is fine and actually the hotel is not extremely bad but it is extremely EXPENSIVE .,0,,,,,,,,,,,,
" ,  I cannot figure out how to get the video I recorded on my Nano off to upload it to Facebook or You Tube .",0,,,,,,,,,,,,
What are the names of Uruguay's political parties?,1,,,,,,,,,,,,
" Great location ,  we did what others have descibed and turned along Cromwell road and went to the other Holiday Inn in error when we first arrived .",0,,,,,,,,,,,,
What fictional stories include a main character named Santiago?,1,,,,,,,,,,,,
 At 6'3  I can sit comfortably in the drivers seat and have an unobstructed view out the windows .,0,,,,,,,,,,,,
Did vibraphones exist in 1930?,1,,,,,,,,,,,,
" The Palm resturant in the hotel had some specials Sunday night, we ate there and the food service,etc were outstanding portions are large and we shared since we are not big eaters .",0,,,,,,,,,,,,
What is the current estimated population of Nairobi ,1,,,,,,,,,,,,
 The '08 is more comfortable and handles quite a bit better than the very good experience we had with the '06's .,0,,,,,,,,,,,,
How long after the death of his first wife did Fillmore marry Caroline McIntosh ,1,,,,,,,,,,,,
did he advise the british government on the production of chemical weapons for use in the crimean war ,1,,,,,,,,,,,,
 Mileage has met the EPA sticker and I just started .,0,,,,,,,,,,,,
The screen is not as bright as my Acer .,0,,,,,,,,,,,,
" In any case, I had allotted approximately $150 for ìfoodî for 4 days 3 nights .",0,,,,,,,,,,,,
Does Vietnamese have a comparatively large number of vowels ,1,,,,,,,,,,,,
" Everybody said the same thing, great unit, but poor voice in the TTS mode .",0,,,,,,,,,,,,
" The location is great however, only 5 mins walk from the Gloucester Road tube and 10 mins walk to the South Kensington museums, Albert Hall, etc .",0,,,,,,,,,,,,
"Did he not cast his ballot for John M. Palmer , the presidential candidate of the National Democratic Party , or Gold Democrats , a short-lived party that supported a gold standard , low tariffs , and limited government ?",1,,,,,,,,,,,,
 Good points excellent location really very close to the tube and the tube is on good lines so not lots of changing .,0,,,,,,,,,,,,
Who is Daffy Duck ,1,,,,,,,,,,,,
Does Uruguay have cold summers?,1,,,,,,,,,,,,
With what party did Adams run for presidency ,1,,,,,,,,,,,,
 I was starry eyed in anticipation of the newest addition to our family .,0,,,,,,,,,,,,
Do octopuses have two eyes and four pairs of arms ,1,,,,,,,,,,,,
 I can read technical books without any problems but I cannot read text on the Kindle without straining my eyes .,0,,,,,,,,,,,,
"VOICE ACTIVATION DID STOP WORKING & THEN CAME BACK IN GERMAN ,  JUST CHANGED IT BACK ENGLISH & HAS BEEN WORKING WELL SINCE THEN .",0,,,,,,,,,,,,
When were the Great Sphinx and the Pyramids of Giza built ,1,,,,,,,,,,,,
How are otters playful animals ,1,,,,,,,,,,,,
"Was Ford interred at his Presidential Museum in Grand Rapids, Michigan ",1,,,,,,,,,,,,
Did Faraday construct the ancestor of modern power generators?,1,,,,,,,,,,,,
 On full screen display is smooth and no issues .,0,,,,,,,,,,,,
 It eve ncame out better than a video she took with an actual camera camera !,0,,,,,,,,,,,,
How large is the population of San Francisco ,1,,,,,,,,,,,,
Was the Italian 10.000 lira banknote created before the euro?,1,,,,,,,,,,,,
" That way you will have enough storage to add music, video and pictures !",0,,,,,,,,,,,,
Did France cede nearly all of its colonies in Europe in 1763 ,1,,,,,,,,,,,,
I also thought the the voice prompts of the 750 where more pleasant sounding than the 255w's .,0,,,,,,,,,,,,
Is ref Swahili unusual among sub-Saharan languages?,1,,,,,,,,,,,,
Are male otters dog-otters ,1,,,,,,,,,,,,
 My only complaint is the seat is not comfortable for a long period of driving and if it is raining and you barely roll the window down uou will get soaked .,0,,,,,,,,,,,,
" This Accord model has a great balance of features that blends attractive styling, driveablity, build quality, economy, and comfort with all the loaded options that I will enjoy over several years and 100000",0,,,,,,,,,,,,
How heavy was the largest polar bear on record ,1,,,,,,,,,,,,
How long may elephants live ,1,,,,,,,,,,,,
Is Liechtenstein the smallest German-speaking country in the world ,1,,,,,,,,,,,,
Why is the Giant Panda an endangered species ,1,,,,,,,,,,,,
What are the three cat species that are native to Canada ,1,,,,,,,,,,,,
What kind of words have been borrowed from Chinese ,1,,,,,,,,,,,,
 The cover and screen are glossy and it has a 92% keyboard which is plenty comfortable .,0,,,,,,,,,,,,
 Very roomy and comfortable even with 5 adults .,0,,,,,,,,,,,,
Does Uruguay border French Guiana?,1,,,,,,,,,,,,
 I mean I do have my cell that takes pics and videos but I just love the picture video the NANO records .,0,,,,,,,,,,,,
"Is singapore -LRB- ; (: ; , -RRB- , officially the republic of singapore -LRB- ; (: ; , -RRB- , an island nation located at the southern tip of the malay peninsula ",1,,,,,,,,,,,,
How many suborders are turtles divided into?,1,,,,,,,,,,,,
What is Coulomb's law ,1,,,,,,,,,,,,
"Is it a winter sports resort , although it is perhaps best known as a tax haven  ",1,,,,,,,,,,,,
" For test drive , I wish I had removed the hard plastic from the driver's seat  tried harder to get comfortable in the non, electric seat  spent more time on rough roads .",0,,,,,,,,,,,,
 There is an amazing comfort level with this car .,0,,,,,,,,,,,,
What are the two materials that bows are made of traditionally? ,1,,,,,,,,,,,,
 Comfort inside is better than expected .,0,,,,,,,,,,,,
 The vehicle does not get as good of mileage in town as I thought .,0,,,,,,,,,,,,
" Nothing fancy but we were quite happy with the location of the hotel, just like most who have stayed at the hotel before .",0,,,,,,,,,,,,
How many provinces and territories does Canada have ,1,,,,,,,,,,,,
 There are 2 bios updates and the latest is for a brighter screen setting .,0,,,,,,,,,,,,
Was Charles-Augustin de Coulomb a member of the National Institute?,1,,,,,,,,,,,,
 The car is comfortable and QUIET .,0,,,,,,,,,,,,
How is the pronunciation of foreign words determined ,1,,,,,,,,,,,,
" Hit F11 and you have full screen browsing ,  just move the cursor to the top of the screen for the controls .",0,,,,,,,,,,,,
 I won't be using the feature much anyway because I get a lot more out of a book I'm reading with my eyes and hearing the voice of the storyteller in my mind .,0,,,,,,,,,,,,
Did Alessandro Volta live to be 80 years old?,1,,,,,,,,,,,,
 The video works very well for such a small sensor and it is so easy and convenient to use .,0,,,,,,,,,,,,
 And the voice and streets match perfectly .,0,,,,,,,,,,,,
" My overall mileage has been 23, 24 .",0,,,,,,,,,,,,
Is finnish culture indigenous ,1,,,,,,,,,,,,
Is it true that loschmidt calculated first the value of Avogadro number?,1,,,,,,,,,,,,
When did Proto-Uralic language arrive in Finland ,1,,,,,,,,,,,,
Is Kuala Lumpur in the Selangor state ,1,,,,,,,,,,,,
Toyota may have computerized the engine and transmission to get better gas mileage but the very best I can get is 25 mpg on the highway .,0,,,,,,,,,,,,
Was Malay language written using Pallava ,1,,,,,,,,,,,,
Can the palatal nasal occur in word initial position ( e.g ?,1,,,,,,,,,,,,
"If you're used to OS X, but want to come into the PC world where things cost less and you get more features, by all means consider Windows 7 the stepping stone to do just that .",0,,,,,,,,,,,,
The Celsius crater on the Moon is what ,1,,,,,,,,,,,,
"Did Grant & Perkins not sell harnesses , saddles , and other leather goods and purchase hides from farmers in the prosperous Galena area ?",1,,,,,,,,,,,,
" As everyone mentions, the location was perfect for sightseeing .",0,,,,,,,,,,,,
What is the difference between Celsius' original temperature scale and the one we use today?,1,,,,,,,,,,,,
Could Blaise Pascal move without crutches?,1,,,,,,,,,,,,
Have coleopterists formed organisations to facilitate the study of beetles  ,1,,,,,,,,,,,,
Did Lincoln start his political career in 1832 ,1,,,,,,,,,,,,
Approximately how many species of Testudines are alive today?,1,,,,,,,,,,,,
Was Newton outraged ,1,,,,,,,,,,,,
 This is useful if you have an application that demands a 1024x768 screen .,0,,,,,,,,,,,,
Is Amedeo Avogadro Italian ,1,,,,,,,,,,,,
"Are they constructed of brass tubing bent twice into an oblong shape, and are played by blowing air through closed lips, producing a ``buzzing'' sound which starts a standing wave vibration in the air column inside the trumpet ",1,,,,,,,,,,,,
" Very nice, in fact, though I strongly dislike glossy screens ,  no matter, I knew it would have one when I ordered it .",0,,,,,,,,,,,,
Were xylophonists featured in the theatre in the 20th century ,1,,,,,,,,,,,,
 The voice it has is clear and readable even for my 79 year old ears .,0,,,,,,,,,,,,
Can syllables begin with a vowel?,1,,,,,,,,,,,,
 I took it to class and decided to test it out and everyone was surprised by how good the video quality was .,0,,,,,,,,,,,,
In how many directions can the adult dragonfly propel itself ,1,,,,,,,,,,,,
Does it not allow chemists to determine the exact amounts of substances produced in a given reaction  ,1,,,,,,,,,,,,
 The location of the hotel is great because it's about a block from the Gloucester Road Tube Station which is on several Tube lines .,0,,,,,,,,,,,,
" The gas mileage is still good, cant give specifics but for a V6, its good .",0,,,,,,,,,,,,
Is a third  prefix the object  prefix?,1,,,,,,,,,,,,
Do dragonfly nymphs ever hunt on land ,1,,,,,,,,,,,,
" It's got radio, video, camera, video camera, small  .",0,,,,,,,,,,,,
What percentage of the words in Turkish vocabulary have Turkish origins ,1,,,,,,,,,,,,
Good Value Nice Hotel Fantastic Location .,0,,,,,,,,,,,,
Are more residents employed by small businesses than in 1977 ,1,,,,,,,,,,,,
Who was the eldest sibling?,1,,,,,,,,,,,,
The screen size works just fine for me .,0,,,,,,,,,,,,
" Everything worked well, was in good condition and the room was quiet in spite of the hotel's busy location .",0,,,,,,,,,,,,
 Streaming videos from Hulu and Netflix look incredible on this 10 inch screen .,0,,,,,,,,,,,,
Is aquatic respiration in Australian freshwater turtles being studied?,1,,,,,,,,,,,,
